id,name,City,Country,ICAO,Lat,Long,Alt,Timezone,DST,Tz,type,Source
PPQ,Paraparaumu Airport,Paraparaumu,New Zealand,NZPP,-40.90470123,174.9889984,22,12,Z,Pacific/Auckland,airport,OurAirports
ZQN,Queenstown International Airport,Queenstown International,New Zealand,NZQN,-45.02109909,168.7389984,1171,12,Z,Pacific/Auckland,airport,OurAirports
ROT,Rotorua Regional Airport,Rotorua,New Zealand,NZRO,-38.10919952,176.3170013,935,12,Z,Pacific/Auckland,airport,OurAirports
\N,Waiouru Airport,Waiouru,New Zealand,NZRU,-39.44639969,175.6580048,2686,12,Z,Pacific/Auckland,airport,OurAirports
\N,South Pole Station Airport,Stephen's Island,Antarctica,NZSP,-90,0,9300,12,U,Antarctica/South_Pole,airport,OurAirports
TRG,Tauranga Airport,Tauranga,New Zealand,NZTG,-37.6719017,176.1959991,13,12,Z,Pacific/Auckland,airport,OurAirports
TIU,Timaru Airport,Timaru,New Zealand,NZTU,-44.30279922,171.2250061,89,12,Z,Pacific/Auckland,airport,OurAirports
TWZ,Pukaki Airport,Pukaki,New Zealand,NZUK,-44.23500061,170.1179962,1575,12,Z,Pacific/Auckland,airport,OurAirports
BHE,Woodbourne Airport,Woodbourne,New Zealand,NZWB,-41.5182991,173.8699951,109,12,Z,Pacific/Auckland,airport,OurAirports
\N,Williams Field,Weydon,Antarctica,NZWD,-77.86740112,167.0570068,68,12,N,Antarctica/South_Pole,airport,OurAirports
WKA,Wanaka Airport,Wanaka,New Zealand,NZWF,-44.72219849,169.2460022,1142,12,Z,Pacific/Auckland,airport,OurAirports
\N,Wigram Airport,Wigram,New Zealand,NZWG,-43.55110168,172.5529938,74,12,Z,Pacific/Auckland,airport,OurAirports
WHK,Whakatane Airport,Whakatane,New Zealand,NZWK,-37.92060089,176.9140015,20,12,Z,Pacific/Auckland,airport,OurAirports
WLG,Wellington International Airport,Wellington,New Zealand,NZWN,-41.32720184,174.8049927,41,12,Z,Pacific/Auckland,airport,OurAirports
WIR,Wairoa Airport,Wairoa,New Zealand,NZWO,-39.00690079,177.4069977,42,12,Z,Pacific/Auckland,airport,OurAirports
\N,RNZAF Base Auckland-Whenuapai,Whenuapai,New Zealand,NZWP,-36.78779984,174.6300049,100,12,Z,Pacific/Auckland,airport,OurAirports
WRE,Whangarei Airport,Whangarei,New Zealand,NZWR,-35.7682991,174.3650055,133,12,Z,Pacific/Auckland,airport,OurAirports
WSZ,Westport Airport,Westport,New Zealand,NZWS,-41.73809814,171.5809937,13,12,Z,Pacific/Auckland,airport,OurAirports
WAG,Wanganui Airport,Wanganui,New Zealand,NZWU,-39.96220016,175.0249939,27,12,Z,Pacific/Auckland,airport,OurAirports
HEA,Herat Airport,Herat,Afghanistan,OAHR,34.20999908,62.22829819,3206,4.5,U,Asia/Kabul,airport,OurAirports
JAA,Jalalabad Airport,Jalalabad,Afghanistan,OAJL,34.39979935,70.49859619,1814,4.5,U,Asia/Kabul,airport,OurAirports
KBL,Hamid Karzai International Airport,Kabul,Afghanistan,OAKB,34.565899,69.212303,5877,4.5,U,Asia/Kabul,airport,OurAirports
KDH,Kandahar Airport,Kandahar,Afghanistan,OAKN,31.50580025,65.84780121,3337,4.5,U,Asia/Kabul,airport,OurAirports
MMZ,Maimana Airport,Maimama,Afghanistan,OAMN,35.93080139,64.7609024,2743,4.5,U,Asia/Kabul,airport,OurAirports
MZR,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,OAMS,36.70690155,67.20970154,1284,4.5,U,Asia/Kabul,airport,OurAirports
OAH,Shindand Airport,Shindand,Afghanistan,OASD,33.3913002,62.26100159,3773,4.5,U,Asia/Kabul,airport,OurAirports
\N,Sheberghan Airport,Sheberghan,Afghanistan,OASG,36.75080109,65.91320038,1053,4.5,U,Asia/Kabul,airport,OurAirports
UND,Konduz Airport,Kunduz,Afghanistan,OAUZ,36.6651001,68.91079712,1457,4.5,U,Asia/Kabul,airport,OurAirports
BAH,Bahrain International Airport,Bahrain,Bahrain,OBBI,26.27079964,50.63359833,6,3,U,Asia/Bahrain,airport,OurAirports
\N,Sheik Isa Air Base,Bahrain,Bahrain,OBBS,25.91839981,50.59059906,136,3,U,Asia/Bahrain,airport,OurAirports
AHB,Abha Regional Airport,Abha,Saudi Arabia,OEAB,18.24040031,42.65660095,6858,3,U,Asia/Riyadh,airport,OurAirports
HOF,Al Ahsa Airport,Al-ahsa,Saudi Arabia,OEAH,25.2852993,49.48519897,588,3,U,Asia/Riyadh,airport,OurAirports
ABT,Al Baha Airport,El-baha,Saudi Arabia,OEBA,20.29610062,41.63430023,5486,3,U,Asia/Riyadh,airport,OurAirports
BHH,Bisha Airport,Bisha,Saudi Arabia,OEBH,19.9843998,42.6208992,3887,3,U,Asia/Riyadh,airport,OurAirports
\N,Abqaiq Airport,Abqaiq,Saudi Arabia,OEBQ,25.91130066,49.59120178,229,3,U,Asia/Riyadh,airport,OurAirports
DMM,King Fahd International Airport,Dammam,Saudi Arabia,OEDF,26.47120094,49.79790115,72,3,U,Asia/Riyadh,airport,OurAirports
DHA,King Abdulaziz Air Base,Dhahran,Saudi Arabia,OEDR,26.26539993,50.15200043,84,3,U,Asia/Riyadh,airport,OurAirports
GIZ,Jizan Regional Airport,Gizan,Saudi Arabia,OEGN,16.90110016,42.58580017,20,3,U,Asia/Riyadh,airport,OurAirports
ELQ,Gassim Airport,Gassim,Saudi Arabia,OEGS,26.30279922,43.7743988,2126,3,U,Asia/Riyadh,airport,OurAirports
URY,Gurayat Domestic Airport,Guriat,Saudi Arabia,OEGT,31.412413,37.278898,1672,3,U,Asia/Riyadh,airport,OurAirports
HAS,Ha'il Airport,Hail,Saudi Arabia,OEHL,27.437901,41.686298,3331,3,U,Asia/Riyadh,airport,OurAirports
QJB,Jubail Airport,Jubail,Saudi Arabia,OEJB,27.03899956,49.40510178,26,3,U,Asia/Riyadh,airport,OurAirports
\N,King Faisal Naval Base,Jeddah,Saudi Arabia,OEJF,21.34810066,39.17300034,7,3,U,Asia/Riyadh,airport,OurAirports
JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,OEJN,21.6796,39.156502,48,3,U,Asia/Riyadh,airport,OurAirports
KMC,King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,OEKK,27.9009,45.528198,1352,3,U,Asia/Riyadh,airport,OurAirports
MED,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,OEMA,24.5534,39.705101,2151,3,U,Asia/Riyadh,airport,OurAirports
EAM,Nejran Airport,Nejran,Saudi Arabia,OENG,17.6114006,44.4192009,3982,3,U,Asia/Riyadh,airport,OurAirports
AQI,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,OEPA,28.335199,46.125099,1174,3,U,Asia/Riyadh,airport,OurAirports
\N,Pump Station 3 Airport,Petroline 3,Saudi Arabia,OEPC,25.17449951,47.48839951,1740,3,U,Asia/Riyadh,airport,OurAirports
\N,Pump Station 6 Airport,Petroline 6,Saudi Arabia,OEPF,24.71030045,44.96450043,2530,3,U,Asia/Riyadh,airport,OurAirports
\N,Pump Station 10 Airport,Petroline 10,Saudi Arabia,OEPJ,24.1072998,41.0359993,2840,3,U,Asia/Riyadh,airport,OurAirports
\N,Rabigh Airport,Rabigh,Saudi Arabia,OERB,22.70260048,39.06980133,22,3,U,Asia/Riyadh,airport,OurAirports
RAH,Rafha Domestic Airport,Rafha,Saudi Arabia,OERF,29.62639999,43.49060059,1474,3,U,Asia/Riyadh,airport,OurAirports
RUH,King Khaled International Airport,Riyadh,Saudi Arabia,OERK,24.95759964,46.69879913,2049,3,U,Asia/Riyadh,airport,OurAirports
\N,Ras Mishab Airport,Rash Mishab,Saudi Arabia,OERM,28.07959938,48.61100006,13,3,U,Asia/Riyadh,airport,OurAirports
RAE,Arar Domestic Airport,Arar,Saudi Arabia,OERR,30.90660095,41.13819885,1813,3,U,Asia/Riyadh,airport,OurAirports
\N,Ras Tanura Airport,Ras Tanura,Saudi Arabia,OERT,26.72310066,50.03079987,6,3,U,Asia/Riyadh,airport,OurAirports
SHW,Sharurah Airport,Sharurah,Saudi Arabia,OESH,17.46689987,47.12139893,2363,3,U,Asia/Riyadh,airport,OurAirports
SLF,Sulayel Airport,Sulayel,Saudi Arabia,OESL,20.4647007,45.61959839,2021,3,U,Asia/Riyadh,airport,OurAirports
TUU,Tabuk Airport,Tabuk,Saudi Arabia,OETB,28.3654,36.6189,2551,3,U,Asia/Riyadh,airport,OurAirports
TIF,Ta’if Regional Airport,Taif,Saudi Arabia,OETF,21.483001,40.543442,4848,3,U,Asia/Riyadh,airport,OurAirports
\N,Thumamah Airport,Thumamah,Saudi Arabia,OETH,25.21299934,46.64099884,1870,3,U,Asia/Riyadh,airport,OurAirports
\N,Ras Tanajib Airport,Ras Tanajib,Saudi Arabia,OETN,27.86779976,48.76910019,30,3,U,Asia/Riyadh,airport,OurAirports
TUI,Turaif Domestic Airport,Turaif,Saudi Arabia,OETR,31.692188,38.731544,2803,3,U,Asia/Riyadh,airport,OurAirports
EJH,Al Wajh Domestic Airport,Wejh,Saudi Arabia,OEWJ,26.19860077,36.47639847,66,3,U,Asia/Riyadh,airport,OurAirports
YNB,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,OEYN,24.144199,38.0634,26,3,U,Asia/Riyadh,airport,OurAirports
ABD,Abadan Airport,Abadan,Iran,OIAA,30.37109947,48.22829819,10,3.5,E,Asia/Tehran,airport,OurAirports
DEF,Dezful Airport,Dezful,Iran,OIAD,32.434399,48.397598,474,3.5,E,Asia/Tehran,airport,OurAirports
AKW,Aghajari Airport,Aghajari,Iran,OIAG,30.7444,49.6772,88,3.5,E,Asia/Tehran,airport,OurAirports
GCH,Gachsaran Airport,Gachsaran,Iran,OIAH,30.33760071,50.82799912,2414,3.5,E,Asia/Tehran,airport,OurAirports
\N,Shahid Asyaee Airport,Masjed Soleiman,Iran,OIAI,32.00239944,49.270401,1206,3.5,E,Asia/Tehran,airport,OurAirports
OMI,Omidiyeh Airport,Omidyeh,Iran,OIAJ,30.83519936,49.53490067,85,3.5,E,Asia/Tehran,airport,OurAirports
MRX,Mahshahr Airport,Bandar Mahshahr,Iran,OIAM,30.55620003,49.15190125,8,3.5,E,Asia/Tehran,airport,OurAirports
AWZ,Ahwaz Airport,Ahwaz,Iran,OIAW,31.33740044,48.76200104,66,3.5,E,Asia/Tehran,airport,OurAirports
AEU,Abu Musa Island Airport,Abumusa I.,Iran,OIBA,25.8757,55.033001,23,3.5,E,Asia/Tehran,airport,OurAirports
BUZ,Bushehr Airport,Bushehr,Iran,OIBB,28.94479942,50.83459854,68,3.5,E,Asia/Tehran,airport,OurAirports
\N,Bastak Airport,Bastak,Iran,OIBH,27.21269989,54.3185997,1350,3.5,E,Asia/Tehran,airport,OurAirports
\N,Asaloyeh Airport,Golbandi,Iran,OIBI,27.4814,52.615501,15,3.5,E,Asia/Tehran,airport,OurAirports
KIH,Kish International Airport,Kish Island,Iran,OIBK,26.52619934,53.98020172,101,3.5,E,Asia/Tehran,airport,OurAirports
BDH,Bandar Lengeh Airport,Bandar Lengeh,Iran,OIBL,26.53199959,54.82479858,67,3.5,E,Asia/Tehran,airport,OurAirports
KHK,Khark Island Airport,Khark Island,Iran,OIBQ,29.26029968,50.32389832,17,3.5,E,Asia/Tehran,airport,OurAirports
SXI,Sirri Island Airport,Siri Island,Iran,OIBS,25.90889931,54.53939819,43,3.5,E,Asia/Tehran,airport,OurAirports
LVP,Lavan Island Airport,Lavan Island,Iran,OIBV,26.81030083,53.35630035,76,3.5,E,Asia/Tehran,airport,OurAirports
KSH,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,OICC,34.34590149,47.15810013,4307,3.5,E,Asia/Tehran,airport,OurAirports
SDG,Sanandaj Airport,Sanandaj,Iran,OICS,35.2458992,47.00920105,4522,3.5,E,Asia/Tehran,airport,OurAirports
IFH,Hesa Airport,Daran,Iran,OIFE,32.92890167,51.56110001,5256,3.5,E,Asia/Tehran,airport,OurAirports
\N,Shahid Vatan Pour Air Base,Esfahan,Iran,OIFH,32.56700134,51.6916008,5310,3.5,E,Asia/Tehran,airport,OurAirports
KKS,Kashan Airport,Kashan,Iran,OIFK,33.895302,51.577,3465,3.5,E,Asia/Tehran,airport,OurAirports
IFN,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,OIFM,32.75080109,51.86130142,5059,3.5,E,Asia/Tehran,airport,OurAirports
\N,Badr Air Base,Sepah,Iran,OIFP,32.62110138,51.6969986,5242,3.5,E,Asia/Tehran,airport,OurAirports
RAS,Sardar-e-Jangal Airport,Rasht,Iran,OIGG,37.323333,49.617778,-40,3.5,E,Asia/Tehran,airport,OurAirports
AJK,Arak Airport,Arak,Iran,OIHR,34.13809967,49.84730148,5440,3.5,E,Asia/Tehran,airport,OurAirports
\N,Ghazvin Azadi Airport,Abe-ali,Iran,OIIA,35.95209885,50.45080185,3769,3.5,E,Asia/Tehran,airport,OurAirports
\N,Kushke Nosrat Airport,Kushke Nosrat,Iran,OIIC,34.98400116,50.80619812,3008,3.5,E,Asia/Tehran,airport,OurAirports
\N,Doshan Tappeh Air Base,Teheran,Iran,OIID,35.70299911,51.47510147,4046,3.5,E,Asia/Tehran,airport,OurAirports
\N,Ghale Morghi Airport,Teheran,Iran,OIIG,35.64479828,51.38069916,3627,3.5,E,Asia/Tehran,airport,OurAirports
THR,Mehrabad International Airport,Teheran,Iran,OIII,35.68920135,51.31340027,3962,3.5,E,Asia/Tehran,airport,OurAirports
GZW,Qazvin Airport,Ghazvin,Iran,OIIK,36.240101,50.0471,4184,3.5,E,Asia/Tehran,airport,OurAirports
\N,Naja Airport,Khoram Dareh,Iran,OIIM,35.77629852,50.88100052,4040,3.5,E,Asia/Tehran,airport,OurAirports
BND,Bandar Abbas International Airport,Bandar Abbas,Iran,OIKB,27.21829987,56.37779999,22,3.5,E,Asia/Tehran,airport,OurAirports
JYR,Jiroft Airport,Jiroft,Iran,OIKJ,28.7269001,57.67029953,2663,3.5,E,Asia/Tehran,airport,OurAirports
KER,Kerman Airport,Kerman,Iran,OIKK,30.27440071,56.9510994,5741,3.5,E,Asia/Tehran,airport,OurAirports
HDR,Havadarya Airport,Bandar Abbas,Iran,OIKP,27.1583004,56.17250061,19,3.5,E,Asia/Tehran,airport,OurAirports
\N,Dayrestan Airport,Gheshm I.,Iran,OIKQ,26.75460052,55.90240097,45,3.5,E,Asia/Tehran,airport,OurAirports
SYJ,Sirjan Airport,Sirjan,Iran,OIKY,29.55089951,55.67269897,5846,3.5,E,Asia/Tehran,airport,OurAirports
XBJ,Birjand Airport,Birjand,Iran,OIMB,32.89810181,59.26610184,4952,3.5,E,Asia/Tehran,airport,OurAirports
CKT,Sarakhs Airport,Sarakhs,Iran,OIMC,36.50120163,61.06489944,945,3.5,E,Asia/Tehran,airport,OurAirports
RUD,Shahroud Airport,Emam Shahr,Iran,OIMJ,36.4253006,55.10419846,4215,3.5,E,Asia/Tehran,airport,OurAirports
TCX,Tabas Airport,Tabas,Iran,OIMT,33.6678009,56.8927002,2312,3.5,E,Asia/Tehran,airport,OurAirports
KLM,Kalaleh Airport,Kalaleh,Iran,OINE,37.38330078,55.45199966,425,3.5,E,Asia/Tehran,airport,OurAirports
RZR,Ramsar Airport,Ramsar,Iran,OINR,36.90990067,50.67959976,-70,3.5,E,Asia/Tehran,airport,OurAirports
FAZ,Fasa Airport,Fasa,Iran,OISF,28.89179993,53.72330093,4261,3.5,E,Asia/Tehran,airport,OurAirports
JAR,Jahrom Airport,Jahrom,Iran,OISJ,28.58670044,53.57910156,3358,3.5,E,Asia/Tehran,airport,OurAirports
LFM,Lamerd Airport,Lamerd,Iran,OISR,27.37269974,53.18880081,1337,3.5,E,Asia/Tehran,airport,OurAirports
SYZ,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,OISS,29.53919983,52.58980179,4920,3.5,E,Asia/Tehran,airport,OurAirports
KHY,Khoy Airport,Khoy,Iran,OITK,38.42750168,44.97359848,3981,3.5,E,Asia/Tehran,airport,OurAirports
TBZ,Tabriz International Airport,Tabriz,Iran,OITT,38.13389969,46.23500061,4459,3.5,E,Asia/Tehran,airport,OurAirports
JWN,Zanjan Airport,Zanjan,Iran,OITZ,36.77370071,48.3594017,5382,3.5,E,Asia/Tehran,airport,OurAirports
AZD,Shahid Sadooghi Airport,Yazd,Iran,OIYY,31.9048996,54.2765007,4054,3.5,E,Asia/Tehran,airport,OurAirports
ACZ,Zabol Airport,Zabol,Iran,OIZB,31.09830093,61.54389954,1628,3.5,E,Asia/Tehran,airport,OurAirports
ZBR,Konarak Airport,Chah Bahar,Iran,OIZC,25.44330025,60.38209915,43,3.5,E,Asia/Tehran,airport,OurAirports
ZAH,Zahedan International Airport,Zahedan,Iran,OIZH,29.47570038,60.90620041,4564,3.5,E,Asia/Tehran,airport,OurAirports
IHR,Iran Shahr Airport,Iran Shahr,Iran,OIZI,27.23609924,60.72000122,2040,3.5,E,Asia/Tehran,airport,OurAirports
\N,Saravan Airport,Saravan,Iran,OIZS,27.41930008,62.31579971,3930,3.5,E,Asia/Tehran,airport,OurAirports
AMM,Queen Alia International Airport,Amman,Jordan,OJAI,31.72260094,35.99319839,2395,2,E,Asia/Amman,airport,OurAirports
ADJ,Amman-Marka International Airport,Amman,Jordan,OJAM,31.97270012,35.99160004,2555,2,E,Asia/Amman,airport,OurAirports
AQJ,Aqaba King Hussein International Airport,Aqaba,Jordan,OJAQ,29.61160088,35.01810074,175,2,E,Asia/Amman,airport,OurAirports
\N,Prince Hassan Air Base,Hotel Four,Jordan,OJHF,32.160702,37.149399,2220,2,E,Asia/Amman,airport,OurAirports
\N,Jerusalem Airport,Jerusalem,West Bank,OJJR,31.86470032,35.21920013,2485,2,U,Asia/Jerusalem,airport,OurAirports
OMF,King Hussein Air College,Mafraq,Jordan,OJMF,32.3564,36.259201,2240,2,E,Asia/Amman,airport,OurAirports
KWI,Kuwait International Airport,Kuwait,Kuwait,OKBK,29.22660065,47.96889877,206,3,U,Asia/Kuwait,airport,OurAirports
BEY,Beirut Rafic Hariri International Airport,Beirut,Lebanon,OLBA,33.82089996,35.48839951,87,2,E,Asia/Beirut,airport,OurAirports
KYE,Rene Mouawad Air Base,Kleiat,Lebanon,OLKA,34.58929825,36.01129913,75,2,E,Asia/Beirut,airport,OurAirports
AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,OMAA,24.43300056,54.65110016,88,4,U,Asia/Dubai,airport,OurAirports
AZI,Bateen Airport,Abu Dhabi,United Arab Emirates,OMAD,24.42830086,54.45809937,16,4,U,Asia/Dubai,airport,OurAirports
\N,Al Hamra Aux Airport,Al Hamra,United Arab Emirates,OMAH,24.0739994,52.46360016,50,4,U,Asia/Dubai,airport,OurAirports
\N,Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,OMAJ,24.18740082,52.61399841,43,4,U,Asia/Dubai,airport,OurAirports
DHF,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,OMAM,24.24819946,54.54769897,77,4,U,Asia/Dubai,airport,OurAirports
\N,Arzanah Airport,Arzana,United Arab Emirates,OMAR,24.78050041,52.55989838,15,4,U,Asia/Dubai,airport,OurAirports
\N,Das Island Airport,Das Island,United Arab Emirates,OMAS,25.14620018,52.87369919,12,4,U,Asia/Dubai,airport,OurAirports
\N,Zirku Airport,Zirku,United Arab Emirates,OMAZ,24.86249161,53.07714081,14,4,U,Asia/Dubai,airport,OurAirports
DXB,Dubai International Airport,Dubai,United Arab Emirates,OMDB,25.25279999,55.36439896,62,4,U,Asia/Dubai,airport,OurAirports
FJR,Fujairah International Airport,Fujeirah,United Arab Emirates,OMFJ,25.11219978,56.32400131,152,4,U,Asia/Dubai,airport,OurAirports
RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,OMRK,25.6135006,55.93880081,102,4,U,Asia/Dubai,airport,OurAirports
SHJ,Sharjah International Airport,Sharjah,United Arab Emirates,OMSJ,25.32859993,55.51720047,111,4,U,Asia/Dubai,airport,OurAirports
KHS,Khasab Air Base,Khasab,Oman,OOKB,26.17099953,56.24060059,100,4,U,Asia/Muscat,airport,OurAirports
MSH,Masirah Air Base,Masirah,Oman,OOMA,20.67539978,58.89049911,64,4,U,Asia/Muscat,airport,OurAirports
MCT,Muscat International Airport,Muscat,Oman,OOMS,23.59329987,58.28440094,48,4,U,Asia/Muscat,airport,OurAirports
SLL,Salalah Airport,Salalah,Oman,OOSA,17.0387001,54.09130096,73,4,U,Asia/Muscat,airport,OurAirports
TTH,Thumrait Air Base,Thumrait,Oman,OOTH,17.66600037,54.02460098,1570,4,U,Asia/Muscat,airport,OurAirports
BHW,Bhagatanwala Airport,Bhagtanwala,Pakistan,OPBG,32.05609894,72.9484024,600,5,N,Asia/Karachi,airport,OurAirports
LYP,Faisalabad International Airport,Faisalabad,Pakistan,OPFA,31.36499977,72.99479675,591,5,N,Asia/Karachi,airport,OurAirports
GWD,Gwadar International Airport,Gwadar,Pakistan,OPGD,25.23329926,62.32949829,36,5,N,Asia/Karachi,airport,OurAirports
GIL,Gilgit Airport,Gilgit,Pakistan,OPGT,35.91880035,74.33360291,4796,5,N,Asia/Karachi,airport,OurAirports
JAG,Shahbaz Air Base,Jacobsbad,Pakistan,OPJA,28.28420067,68.4496994,185,5,N,Asia/Karachi,airport,OurAirports
KHI,Jinnah International Airport,Karachi,Pakistan,OPKC,24.9065,67.160797,100,5,N,Asia/Karachi,airport,OurAirports
LHE,Alama Iqbal International Airport,Lahore,Pakistan,OPLA,31.52160072,74.4036026,712,5,N,Asia/Karachi,airport,OurAirports
\N,Walton Airport,Lahore,Pakistan,OPLH,31.49480057,74.34619904,679,5,N,Asia/Karachi,airport,OurAirports
XJM,Mangla Airport,Mangla,Pakistan,OPMA,33.05009842,73.63839722,902,5,N,Asia/Karachi,airport,OurAirports
MFG,Muzaffarabad Airport,Muzaffarabad,Pakistan,OPMF,34.3390007,73.50859833,2691,5,N,Asia/Karachi,airport,OurAirports
MWD,Mianwali Air Base,Mianwali,Pakistan,OPMI,32.56309891,71.5707016,690,5,N,Asia/Karachi,airport,OurAirports
MJD,Moenjodaro Airport,Moenjodaro,Pakistan,OPMJ,27.33519936,68.14309692,154,5,N,Asia/Karachi,airport,OurAirports
\N,Masroor Air Base,Karachi,Pakistan,OPMR,24.89360046,66.938797,35,5,N,Asia/Karachi,airport,OurAirports
MUX,Multan International Airport,Multan,Pakistan,OPMT,30.20319939,71.4190979,403,5,N,Asia/Karachi,airport,OurAirports
WNS,Shaheed Benazirabad Airport,Nawabshah,Pakistan,OPNH,26.2194,68.390099,95,5,N,Asia/Karachi,airport,OurAirports
\N,Okara Cantonment Airstrip,Okara,Pakistan,OPOK,30.74099922,73.35769653,568,5,N,Asia/Karachi,airport,OurAirports
PJG,Panjgur Airport,Panjgur,Pakistan,OPPG,26.9545002,64.13249969,3289,5,N,Asia/Karachi,airport,OurAirports
PSI,Pasni Airport,Pasni,Pakistan,OPPI,25.29050064,63.3451004,33,5,N,Asia/Karachi,airport,OurAirports
PEW,Peshawar International Airport,Peshawar,Pakistan,OPPS,33.9939003,71.51460266,1158,5,N,Asia/Karachi,airport,OurAirports
\N,Qasim Airport,Qasim,Pakistan,OPQS,33.56019974,73.03320313,1581,5,N,Asia/Karachi,airport,OurAirports
UET,Quetta International Airport,Quetta,Pakistan,OPQT,30.25139999,66.93779755,5267,5,N,Asia/Karachi,airport,OurAirports
RYK,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,OPRK,28.38389969,70.27960205,271,5,N,Asia/Karachi,airport,OurAirports
\N,Benazir Bhutto International Airport,Islamabad,Pakistan,OPRN,33.616699,73.099197,1668,5,N,Asia/Karachi,airport,OurAirports
\N,Risalpur Air Base,Risalpur,Pakistan,OPRS,34.08110046,71.97260284,1050,5,N,Asia/Karachi,airport,OurAirports
RAZ,Rawalakot Airport,Rawala Kot,Pakistan,OPRT,33.84970093,73.79810333,5479,5,N,Asia/Karachi,airport,OurAirports
SKZ,Sukkur Airport,Sukkur,Pakistan,OPSK,27.72200012,68.79170227,196,5,N,Asia/Karachi,airport,OurAirports
SDT,Saidu Sharif Airport,Saidu Sharif,Pakistan,OPSS,34.81359863,72.35279846,3183,5,N,Asia/Karachi,airport,OurAirports
SUL,Sui Airport,Sui,Pakistan,OPSU,28.64509964,69.17690277,763,5,N,Asia/Karachi,airport,OurAirports
BDN,Talhar Airport,Talhar,Pakistan,OPTH,24.84149933,68.83840179,28,5,N,Asia/Karachi,airport,OurAirports
WAF,Wana Airport,Wana,Pakistan,OPWN,32.30469894,69.57039642,4550,5,N,Asia/Karachi,airport,OurAirports
PZH,Zhob Airport,Zhob,Pakistan,OPZB,31.35840034,69.46360016,4728,5,N,Asia/Karachi,airport,OurAirports
BSR,Basrah International Airport,Basrah,Iraq,ORMM,30.54910088,47.66210175,11,3,U,Asia/Baghdad,airport,OurAirports
ALP,Aleppo International Airport,Aleppo,Syria,OSAP,36.18069839,37.22439957,1276,2,E,Asia/Damascus,airport,OurAirports
DAM,Damascus International Airport,Damascus,Syria,OSDI,33.41149902,36.5155983,2020,2,E,Asia/Damascus,airport,OurAirports
DEZ,Deir ez-Zor Air Base,Deire Zor,Syria,OSDZ,35.2854,40.175999,700,2,E,Asia/Damascus,airport,OurAirports
LTK,Bassel Al-Assad International Airport,Latakia,Syria,OSLK,35.40110016,35.94869995,157,2,E,Asia/Damascus,airport,OurAirports
PMS,Palmyra Airport,Palmyra,Syria,OSPR,34.5574,38.316898,1322,2,E,Asia/Damascus,airport,OurAirports
DIA,Doha International Airport,Doha,Qatar,OTBD,25.261101,51.565102,35,3,U,Asia/Qatar,airport,OurAirports
CIS,Canton Island Airport,Canton Island,Kiribati,PCIS,-2.76812005,-171.7100067,9,13,U,Pacific/Enderbury,airport,OurAirports
ROP,Rota International Airport,Rota,Northern Mariana Islands,PGRO,14.17430019,145.2429962,607,10,U,Pacific/Saipan,airport,OurAirports
SPN,Saipan International Airport,Saipan,Northern Mariana Islands,PGSN,15.119,145.729004,215,10,U,Pacific/Saipan,airport,OurAirports
UAM,Andersen Air Force Base,Andersen,Guam,PGUA,13.584,144.929998,627,10,U,Pacific/Guam,airport,OurAirports
GUM,Antonio B. Won Pat International Airport,Agana,Guam,PGUM,13.48340034,144.7960052,298,10,U,Pacific/Guam,airport,OurAirports
TIQ,Tinian International Airport,West Tinian,Northern Mariana Islands,PGWT,14.99919987,145.6190033,271,10,U,Pacific/Saipan,airport,OurAirports
MAJ,Marshall Islands International Airport,Majuro,Marshall Islands,PKMJ,7.064760208,171.2720032,6,12,U,Pacific/Majuro,airport,OurAirports
\N,Dyess Army Air Field,Kwajalein,Marshall Islands,PKRO,9.396889687,167.470993,9,12,U,Pacific/Majuro,airport,OurAirports
KWA,Bucholz Army Air Field,Kwajalein,Marshall Islands,PKWA,8.72012043,167.7319946,9,12,U,Pacific/Majuro,airport,OurAirports
CXI,Cassidy International Airport,Kiritimati,Kiribati,PLCH,1.98616004,-157.3500061,5,-12,U,\N,airport,OurAirports
MDY,Henderson Field,Midway,Midway Islands,PMDY,28.20170021,-177.3809967,13,-11,U,Pacific/Midway,airport,OurAirports
TKK,Chuuk International Airport,Chuuk,Micronesia,PTKK,7.461870193,151.8430023,11,10,U,Pacific/Truk,airport,OurAirports
PNI,Pohnpei International Airport,Pohnpei,Micronesia,PTPN,6.985099792,158.2089996,10,11,U,Pacific/Ponape,airport,OurAirports
ROR,Babelthuap Airport,Babelthuap,Palau,PTRO,7.36731,134.544236,176,9,U,Pacific/Palau,airport,OurAirports
