src,dst,relationship
SZX,ZYI,878.9496517
TAO,CAN,1584.577657
TAO,CGO,623.0600823
TAO,CGQ,970.3938045
TAO,CSX,1121.439623
TAO,DLC,317.2266738
TAO,DQA,1230.481028
TAO,FOC,1150.736523
TAO,HET,900.7735283
TAO,HGH,671.2626572
TAO,HRB,1150.789778
TAO,KMG,2073.680933
TAO,KWE,1678.940705
TAO,NGB,723.1571745
TAO,PVG,584.7736872
TAO,SHE,655.0968211
TAO,SZX,1641.91679
TAO,TXN,752.7243127
TAO,TYN,707.0178098
TAO,WUH,835.2461283
TAO,XIY,1072.490114
TAO,XMN,1320.990354
TAS,PEK,3941.672032
TAS,URC,1515.084446
TBS,URC,3440.195672
TCG,URC,446.098195
TEN,CAN,639.701162
TEN,PEK,1511.690272
TEN,SZX,738.0591885
TGO,HET,905.2914762
TNA,CAN,1543.453705
TNA,CGQ,1068.426723
TNA,CSX,1033.796742
TNA,CTU,1409.949863
TNA,DLC,445.7890789
TNA,FOC,1236.349716
TNA,HET,644.1533681
TNA,HGH,794.8754715
TNA,HRB,1231.471872
TNA,KWL,1462.538506
TNA,LHW,1211.920346
TNA,SHE,757.2410127
TNA,URC,2621.992877
TNA,WUH,730.1456119
TNA,XIY,809.9919986
TNA,XMN,1371.917135
TOY,DLC,1396.906785
TPE,CAN,825.8566751
TPE,CGO,1268.301571
TPE,CGQ,2141.93724
TPE,CSX,868.0873133
TPE,DLC,1544.541505
TPE,DYG,1157.477994
TPE,HRB,2328.234575
TPE,KWE,1453.015018
TPE,KWL,1126.517333
TPE,NNG,1355.832147
TPE,PVG,676.8001659
TPE,SHE,1853.249481
TPE,SZX,801.8231745
TPE,URC,3695.285204
TPE,WUH,937.0325251
TSE,URC,1435.368708
TSN,CAN,1790.562264
TSN,CKG,1432.329536
TSN,CSX,1274.084044
TSN,DLC,362.503414
TSN,HET,508.0119844
TSN,HGH,1028.394719
TSN,HRB,1027.000351
TSN,SZX,1863.401988
TSN,WUH,970.3382008
TSN,XIY,924.6394567
TSN,XMN,1622.92912
TXN,CAN,860.073793
TXN,CSX,519.1020539
TXN,DLC,1069.69898
TXN,SZX,904.709726
TXN,TAO,752.7243127
TXN,TYN,1031.368843
TXN,XMN,577.1625026
TYN,CAN,1597.425758
TYN,CGQ,1296.950434
TYN,CSX,1064.194143
TYN,CTU,1127.357845
TYN,CZX,919.1033039
TYN,DAT,267.6385642
TYN,DLC,788.3899145
TYN,DYG,982.2442387
TYN,HFE,788.5212652
TYN,HGH,1102.122497
TYN,INC,10000
TYN,KHN,1033.161937
TYN,SHE,1023.680037
TYN,TAO,707.0178098
TYN,TXN,1031.368843
TYN,URC,2214.385795
TYN,WUH,787.7180132
TYN,XIY,505.7724663
TYN,XMN,1557.776077
URC,AAT,429.913806
URC,AKU,657.1397448
URC,ALA,841.4529358
URC,ASB,2517.713404
URC,BAV,1885.054599
URC,CAN,3277.818151
URC,CGO,2485.613712
URC,CKG,2313.153248
URC,CSX,2879.777826
URC,CTU,2071.497025
URC,DNH,734.7215057
URC,DYU,1665.258069
URC,FRU,1051.664608
URC,GYD,3080.62751
URC,HET,2021.118422
URC,HGH,3266.026598
URC,HMI,514.4088908
URC,HTN,997.8822904
URC,IKA,3220.235993
URC,INC,10000
URC,ISB,1707.630688
URC,IST,4713.27873
URC,KCA,449.7881917
URC,KHG,1065.96956
URC,KRL,269.0554272
URC,KRY,264.1803057
URC,KWE,2596.719444
URC,LBD,1520.696088
URC,LHW,1594.344168
URC,NKG,3045.809628
URC,NLT,333.5901831
URC,OSS,1260.649837
URC,OVB,1282.365986
URC,PEK,2430.057421
URC,PVG,3312.269894
URC,SHA,3272.302785
URC,SJW,2353.549589
URC,SVO,3728.645151
URC,TAS,1515.084446
URC,TBS,3440.195672
URC,TCG,446.098195
URC,TNA,2621.992877
URC,TPE,3695.285204
URC,TSE,1435.368708
URC,TYN,2214.385795
URC,WUH,2758.488356
URC,XIY,2105.230273
URC,XNN,1481.027748
URC,YIN,491.9152698
URC,YIW,3295.425039
UYN,CGO,571.5741578
UYN,XIY,441.4865986
WNH,KMG,10000
WNZ,CAN,908.3454754
WNZ,CGO,991.5350463
WNZ,CSX,749.4603331
WNZ,KWL,1115.883418
WNZ,SZX,918.8499616
WNZ,WUH,718.5852196
WNZ,XIY,1359.675078
WUH,BAV,1151.296534
WUH,BKK,2348.080407
WUH,CAN,826.7857027
WUH,CGQ,1781.195782
WUH,CKG,736.159495
WUH,CTU,981.1806711
WUH,DLC,1128.225072
WUH,ENH,455.1543068
WUH,FOC,758.4377675
WUH,HAK,1263.50513
WUH,HGH,599.560631
WUH,HKG,942.8149237
WUH,ICN,1348.194424
WUH,INC,10000
WUH,JJN,792.923357
WUH,KHH,1097.240564
WUH,KMG,1274.343599
WUH,KWE,862.8535954
WUH,KWL,741.809143
WUH,LHW,1167.889757
WUH,NGB,704.3360708
WUH,NNG,1088.497939
WUH,PEK,1055.774768
WUH,PVG,725.3264247
WUH,SHA,680.8929966
WUH,SHE,1464.119825
WUH,SWA,835.5092792
WUH,SYX,1469.630103
WUH,SZX,906.4827242
WUH,TAO,835.2461283
WUH,TNA,730.1456119
WUH,TPE,937.0325251
WUH,TSN,970.3382008
WUH,TYN,787.7180132
WUH,URC,2758.488356
WUH,WNZ,718.5852196
WUH,XIY,653.301216
WUH,XMN,793.8285663
WUH,YNZ,636.3673268
WUH,ZUH,979.5023118
WUS,PEK,1382.528037
WUX,CAN,1142.386578
WUX,SZX,1182.075134
WXN,XIY,406.4487762
WXN,XMN,1180.483358
XFN,CAN,978.88605
XFN,XMN,1020.160554
XIL,HET,481.2454629
XIY,CAN,1306.009979
XIY,CKG,562.0029411
XIY,CSX,814.8256075
XIY,CTU,622.7660515
XIY,DLC,1244.232773
XIY,DNH,1385.018107
XIY,ENY,254.0737654
XIY,FOC,1410.899811
XIY,HFE,849.0333893
XIY,HGH,1192.508922
XIY,HRB,1932.488499
XIY,INC,10000
XIY,KHN,917.6431067
XIY,KMG,1180.754319
XIY,KWE,898.982284
XIY,KWL,1033.667806
XIY,LXA,1776.306885
XIY,NKG,988.1357525
XIY,PEK,933.5407326
XIY,PVG,1273.082604
XIY,SHA,1229.13548
XIY,SHE,1514.622957
XIY,SYX,1796.343114
XIY,SZX,1402.287399
XIY,TAO,1072.490114
XIY,TNA,809.9919986
XIY,TSN,924.6394567
XIY,TYN,505.7724663
XIY,URC,2105.230273
XIY,UYN,441.4865986
XIY,WNZ,1359.675078
XIY,WUH,653.301216
XIY,WXN,406.4487762
XIY,XMN,1425.329017
XIY,XNN,649.8016015
XMN,AMS,9317.189703
XMN,BKK,2185.732777
XMN,CAN,507.0566145
XMN,CGK,3629.660206
XMN,CGO,1183.884287
XMN,CKG,1273.04265
XMN,CSX,634.9914689
XMN,CTU,1548.858868
XMN,HAK,940.7704468
XMN,HFE,808.6999831
XMN,HGH,671.8880957
XMN,HKG,496.4759778
XMN,HSN,730.8929
XMN,JUH,690.3713372
XMN,KHN,528.9551207
XMN,KMG,1534.337228
XMN,KUL,2996.059257
XMN,KWL,819.2790728
XMN,MFM,534.1027773
XMN,MNL,1156.171687
XMN,NGB,673.5386728
XMN,NKG,803.6022365
XMN,NNG,1036.954021
XMN,PEK,1733.528396
XMN,SHA,804.1439608
XMN,SHE,1964.246744
XMN,SIN,2993.245648
XMN,SYX,1137.630506
XMN,SZX,488.1936129
XMN,TAO,1320.990354
XMN,TNA,1371.917135
XMN,TSN,1622.92912
XMN,TXN,577.1625026
XMN,TYN,1557.776077
XMN,WUH,793.8285663
XMN,WXN,1180.483358
XMN,XFN,1020.160554
XMN,XIY,1425.329017
XMN,YIH,935.7935848
XMN,YIW,566.1617482
XMN,YNZ,1007.949643
XMN,ZUH,561.3796895
XNN,CGO,1090.038008
XNN,CKG,869.4984333
XNN,CSX,1398.754674
XNN,KWE,1198.30378
XNN,PEK,1327.169823
XNN,URC,1481.027748
XNN,XIY,649.8016015
XUZ,CAN,1256.210653
XUZ,INC,10000
XUZ,LYG,133.8215942
YCU,CKG,727.753099
YCU,CSX,797.5687278
YCU,HRB,1734.449455
YCU,SYX,1876.394337
YIH,CAN,816.7109383
YIH,CKG,474.4215635
YIH,XMN,935.7935848
YIN,URC,491.9152698
YIW,CAN,941.9156859
YIW,CGO,819.6689341
YIW,HRB,1889.914568
YIW,KMG,1753.721752
YIW,PEK,1234.310666
YIW,SHE,1402.05689
YIW,SWA,733.5625284
YIW,URC,3295.425039
YIW,XMN,566.1617482
YIW,ZUH,1053.393735
YNJ,CGQ,328.2607004
YNJ,DLC,794.1834151
YNJ,ICN,653.5914755
YNJ,PEK,1114.883723
YNJ,PVG,1469.771078
YNT,CAN,1737.754941
YNT,CSX,1275.48936
YNT,CTU,1772.857645
YNT,HRB,999.8782557
YNT,SHE,504.7984841
YNZ,DLC,627.5380559
YNZ,HRB,1450.988073
YNZ,NTG,10000
YNZ,SHE,957.8376777
YNZ,WUH,636.3673268
YNZ,XMN,1007.949643
YTY,CAN,1198.257181
YTY,CGO,586.5381463
YTY,CSX,790.4880993
YTY,DLC,730.5309411
YTY,HRB,1556.358883
YTY,SYX,1891.032286
YVR,CAN,10203.0007
ZAT,KMG,260.6198544
ZHA,CAN,387.5239981
ZHA,SYX,338.5374528
ZUH,CGO,1392.155052
ZUH,CSX,687.6751892
ZUH,FOC,773.6720015
ZUH,HAK,380.48756
ZUH,HFE,1153.989863
ZUH,HGH,1153.709232
ZUH,KHN,803.5727766
ZUH,KMG,1118.682189
ZUH,KWE,835.2835111
ZUH,MXZ,383.8148764
ZUH,PEK,2032.422746
ZUH,PVG,1316.060217
ZUH,SHA,1291.648168
ZUH,SWA,363.757023
ZUH,SYX,583.7075915
ZUH,WUH,979.5023118
ZUH,XMN,561.3796895
ZUH,YIW,1053.393735
ZYI,CAN,785.5322153
ZYI,PEK,1644.6261
ZYI,SZX,878.9496517
CEE,DME,429.7965895
CEE,HEL,738.0694671
CEE,KGD,1155.707132
CEE,LED,440.7295569
CEE,MMK,1086.930395
CEE,VKO,411.9057505
CEE,VUS,487.5155435
DME,CEE,429.7965895
DME,KVK,1359.112632
HEL,CEE,738.0694671
KGD,CEE,1155.707132
KVK,DME,1359.112632
LED,CEE,440.7295569
LED,UCT,1301.624039
MMK,CEE,1086.930395
UCT,LED,1301.624039
VKO,CEE,411.9057505
VUS,CEE,487.5155435
DXB,HGA,2116.762397
HGA,JIB,247.4433219
HGA,MGQ,845.1348536
JIB,DXB,1992.387514
JIB,MGQ,1086.086008
MGQ,JIB,1086.086008
JNB,NLA,1461.878605
NLA,JNB,1461.878605
ADL,KUL,5681.83401
CMB,KUL,2466.897828
CTU,KUL,3103.810263
HGH,KUL,3636.606559
HND,KUL,5350.312007
ICN,KUL,4612.807389
JED,KUL,7065.699557
KIX,KUL,4942.743238
KTM,KUL,3273.207731
KUL,ADL,5681.83401
KUL,CMB,2466.897828
KUL,CTU,3103.810263
KUL,HGH,3636.606559
KUL,HND,5350.312007
KUL,ICN,4612.807389
KUL,JED,7065.699557
KUL,KIX,4942.743238
KUL,KTM,3273.207731
KUL,MEL,6314.984433
KUL,NGO,5085.347272
KUL,OOL,6508.538558
KUL,PEK,4413.474
KUL,PER,4140.156856
KUL,PUS,4570.278336
KUL,PVG,3796.69813
KUL,SYD,6584.88191
KUL,TPE,3246.087922
MEL,KUL,6314.984433
NGO,KUL,5085.347272
OOL,KUL,6508.538558
PEK,KUL,4413.474
PER,KUL,4140.156856
PUS,KUL,4570.278336
PVG,KUL,3796.69813
SYD,KUL,6584.88191
TPE,KUL,3246.087922
AGH,BMA,454.3304425
BMA,AGH,454.3304425
BMA,HAD,422.4596365
BMA,KLR,312.3220887
BMA,RNB,378.1067563
BMA,SDL,353.9189917
BMA,THN,341.9126837
BMA,VBY,189.5582075
BMA,VXO,329.0139107
GSE,VBY,384.62966
HAD,BMA,422.4596365
KLR,BMA,312.3220887
MMX,VBY,385.1455453
RNB,BMA,378.1067563
SDL,BMA,353.9189917
THN,BMA,341.9126837
VBY,BMA,189.5582075
VBY,GSE,384.62966
VBY,MMX,385.1455453
VXO,BMA,329.0139107
BFV,DMK,320.1944725
CEI,DMK,675.9815354
CJM,DMK,380.8126653
CNX,DMK,567.5453872
CNX,UTH,432.5034813
DMK,BFV,320.1944725
DMK,CEI,675.9815354
DMK,CJM,380.8126653
DMK,CNX,567.5453872
DMK,HDY,776.4250448
DMK,HKT,691.56967
DMK,KBV,670.1778141
DMK,KOP,579.3588476
DMK,LOE,409.8888948
DMK,MAQ,380.7228615
DMK,NNT,544.6560438
DMK,NST,601.7954861
DMK,PHS,321.0944323
DMK,PRH,471.5688839
DMK,RGN,583.7895543
DMK,ROI,419.2161292
DMK,SNO,524.1282083
DMK,TST,720.2422652
DMK,UBP,482.2828968
DMK,UNN,509.6852466
DMK,URT,555.1476259
DMK,UTH,451.350219
HDY,DMK,776.4250448
HKT,DMK,691.56967
KBV,DMK,670.1778141
KOP,DMK,579.3588476
LOE,DMK,409.8888948
MAQ,DMK,380.7228615
NNT,DMK,544.6560438
NST,DMK,601.7954861
PHS,DMK,321.0944323
PRH,DMK,471.5688839
RGN,DMK,583.7895543
ROI,DMK,419.2161292
SNO,DMK,524.1282083
TST,DMK,720.2422652
UBP,DMK,482.2828968
UNN,DMK,509.6852466
URT,DMK,555.1476259
UTH,CNX,432.5034813
UTH,DMK,451.350219
ACE,BHX,2790.177544
ACE,DUS,3006.729525
ACE,FRA,2996.011493
ACE,FUE,60.32294747
ACE,GLA,3081.224762
ACE,HAJ,3239.285091
ACE,HAM,3345.824057
ACE,LEJ,3291.82984
ACE,LGW,2710.193202
ACE,MAN,2866.977523
ACE,MUC,3058.006115
ACE,PAD,3120.997056
ACE,STR,2931.908068
ACE,SXF,3427.379725
AGA,DUS,2686.236153
AGA,FRA,2656.306583
AGA,LEJ,2945.835854
AGA,MUC,2691.468214
ANU,FRA,7160.808128
AYT,CGN,2432.08384
AYT,DUS,2478.707589
AYT,FRA,2297.866017
AYT,HAJ,2387.120649
AYT,HAM,2454.15375
AYT,LEJ,2178.774337
AYT,MUC,2000.932273
AYT,PAD,2390.29459
AYT,STR,2182.409365
AYT,SXF,2186.394964
BGI,FRA,7336.137238
BGI,MAN,6698.855691
BHX,ACE,2790.177544
CFU,FRA,1461.357979
CFU,HAM,1730.442762
CGN,AYT,2432.08384
CGN,PMI,1303.916244
CHQ,DUS,2233.52222
CUN,FRA,8606.128195
CUN,LGW,7976.734778
CUN,MAN,7794.526138
DJE,DUS,1963.266108
DJE,FRA,1805.74225
DJE,LEJ,1954.899897
DJE,MUC,1612.154766
DLM,DUS,2376.643778
DLM,FRA,2192.668269
DLM,HAJ,2299.735307
DLM,HAM,2374.372569
DLM,MUC,1893.949162
DLM,STR,2070.382978
DLM,SXF,2111.656729
DUS,ACE,3006.729525
DUS,AGA,2686.236153
DUS,AYT,2478.707589
DUS,CFU,1650.225298
DUS,CHQ,2233.52222
DUS,DJE,1963.266108
DUS,DLM,2376.643778
DUS,FNC,2814.251745
DUS,FUE,3066.919941
DUS,HER,2302.818658
DUS,HRG,3510.761612
DUS,IBZ,1443.147722
DUS,KGS,2273.838532
DUS,LCA,2815.989953
DUS,LPA,3189.795218
DUS,PMI,1341.975
DUS,RHO,2362.973235
DUS,TFS,3237.216469
DUS,XRY,1908.946129
FNC,DUS,2814.251745
FNC,FRA,2836.041712
FNC,HAM,3145.889481
FNC,LEJ,3136.762599
FNC,MUC,2947.881925
FNC,STR,2798.130441
FRA,ACE,2996.011493
FRA,AGA,2656.306583
FRA,AYT,2297.866017
FRA,CFU,1461.357979
FRA,CHQ,2044.786389
FRA,CUN,8606.128195
FRA,DBV,1114.139196
FRA,DJE,1805.74225
FRA,DLM,2192.668269
FRA,FNC,2836.041712
FRA,FUE,3055.818188
FRA,HAV,8138.213915
FRA,HER,2114.392163
FRA,HOG,7895.202953
FRA,HRG,3323.610482
FRA,IBZ,1364.615961
FRA,KGS,2087.934878
FRA,LAS,8963.477035
FRA,LPA,3184.900435
FRA,MBA,6707.199558
FRA,MBJ,8195.561478
FRA,MLE,7883.966829
FRA,MRU,9199.583327
FRA,NBO,6316.598366
FRA,PMI,1252.094603
FRA,POP,7572.44129
FRA,PUJ,7512.430042
FRA,REC,7709.286402
FRA,RHO,2177.741179
FRA,SDQ,7616.828508
FRA,SEA,8197.421894
FRA,SEZ,7561.573657
FRA,SJU,7354.29627
FRA,SPC,3251.944851
FRA,SPU,930.4538277
FRA,SSA,8353.964025
FRA,TAB,7593.472253
FRA,TFS,3238.799195
FRA,VRA,8067.504809
FRA,XRY,1885.312025
FRA,YHZ,5236.059663
FRA,YVR,8062.481045
FUE,DUS,3066.919941
FUE,FRA,3055.818188
FUE,HAJ,3299.392776
FUE,HAM,3406.037763
FUE,LEJ,3351.485311
FUE,MAN,2926.549415
FUE,MUC,3116.733709
FUE,PAD,3181.079559
FUE,STR,2991.251617
FUE,SXF,3487.106671
GLA,ACE,3081.224762
GLA,CUN,7620.274716
GLA,MCO,6626.606033
HAJ,ACE,3239.285091
HAJ,AYT,2387.120649
HAJ,DLM,2299.735307
HAJ,FUE,3299.392776
HAJ,HER,2262.236491
HAJ,KGS,2208.821742
HAJ,LCA,2719.655273
HAJ,PMI,1530.694492
HAJ,RHO,2293.146782
HAM,ACE,3345.824057
HAM,AYT,2454.15375
HAM,CFU,1730.442762
HAM,DLM,2374.372569
HAM,FNC,3145.889481
HAM,FUE,3406.037763
HAM,HER,2352.963671
HAM,HRG,3529.79806
HAM,KGS,2289.317967
HAM,LPA,3528.124556
HAM,PMI,1658.501638
HAM,RHO,2371.146458
HAM,TFS,3574.371211
HAM,XRY,2248.45
HAV,FRA,8138.213915
HER,DUS,2302.818658
HER,FRA,2114.392163
HER,HAJ,2262.236491
HER,HAM,2352.963671
HER,LEJ,2064.983596
HER,MUC,1817.817395
HER,STR,1977.290556
HER,SXF,2106.655129
HOG,FRA,7895.202953
HOG,MBJ,303.9605381
HRG,DUS,3510.761612
HRG,FRA,3323.610482
HRG,HAM,3529.79806
HRG,MUC,3024.993903
IBZ,DUS,1443.147722
IBZ,FRA,1364.615961
IBZ,MAN,1634.00969
IBZ,MUC,1344.344429
KGS,DUS,2273.838532
KGS,FRA,2087.934878
KGS,HAJ,2208.821742
KGS,HAM,2289.317967
KGS,MUC,1788.864346
KGS,STR,1960.665359
KGS,SXF,2031.719811
LAS,FRA,8963.477035
LAS,MAN,8166.439691
LCA,DUS,2815.989953
LCA,HAJ,2719.655273
LCA,SXF,2513.456414
LEJ,ACE,3291.82984
LEJ,AGA,2945.835854
LEJ,AYT,2178.774337
LEJ,CFU,1442.29051
LEJ,DJE,1954.899897
LEJ,FNC,3136.762599
LEJ,FUE,3351.485311
LEJ,HER,2064.983596
LEJ,LPA,3482.085343
LEJ,PMI,1510.690905
LEJ,RHO,2088.234478
LEJ,TFS,3537.322263
LGW,ACE,2710.193202
LGW,CUN,7976.734778
LPA,DUS,3189.795218
LPA,FRA,3184.900435
LPA,HAM,3528.124556
LPA,LEJ,3482.085343
LPA,MUC,3254.338892
LPA,PAD,3306.163534
LPA,STR,3124.763965
LPA,SXF,3616.912306
MAN,ACE,2866.977523
MAN,CUN,7794.526138
MAN,FUE,2926.549415
MAN,IBZ,1634.00969
MAN,LAS,8166.439691
MAN,MBJ,7420.286326
MAN,MCO,6804.64467
MAN,PMI,1581.052365
MAN,TFS,3048.37558
MAN,UVF,6731.191993
MAN,ZTH,2481.176061
MBA,FRA,6707.199558
MBA,ZNZ,246.6191283
MBJ,FRA,8195.561478
MCO,GLA,6626.606033
MCO,MAN,6804.64467
MLE,FRA,7883.966829
MRU,FRA,9199.583327
MUC,ACE,3058.006115
MUC,AGA,2691.468214
MUC,AYT,2000.932273
MUC,CFU,1168.90123
MUC,CHQ,1749.750166
MUC,DJE,1612.154766
MUC,DLM,1893.949162
MUC,FNC,2947.881925
MUC,FUE,3116.733709
MUC,HER,1817.817395
MUC,HRG,3024.993903
MUC,IBZ,1344.344429
MUC,KGS,1788.864346
MUC,LPA,3254.338892
MUC,PMI,1215.744884
MUC,PUJ,7758.595501
MUC,RHO,1878.691671
MUC,SPC,3342.79881
MUC,TFS,3317.679969
MUC,XRY,1941.590127
NBO,MBA,422.9395821
PAD,ACE,3120.997056
PAD,AYT,2390.29459
PAD,FUE,3181.079559
PAD,LPA,3306.163534
PAD,PMI,1415.964039
PAD,TFS,3355.720551
PMI,CGN,1303.916244
PMI,DUS,1341.975
PMI,FRA,1252.094603
PMI,HAJ,1530.694492
PMI,HAM,1658.501638
PMI,LEJ,1510.690905
PMI,MAN,1581.052365
PMI,MUC,1215.744884
PMI,PAD,1415.964039
PMI,STR,1139.301576
PMI,SXF,1648.059655
POP,ANU,970.4447144
POP,FRA,7572.44129
PTY,SDQ,1476.73435
PUJ,FRA,7512.430042
PUJ,MUC,7758.595501
REC,FRA,7709.286402
RHO,DUS,2362.973235
RHO,FRA,2177.741179
RHO,HAJ,2293.146782
RHO,HAM,2371.146458
RHO,LEJ,2088.234478
RHO,MUC,1878.691671
RHO,STR,2052.243082
RHO,SXF,2111.149358
SDQ,FRA,7616.828508
SDQ,PTY,1476.73435
SDQ,SJO,1824.872323
SEA,FRA,8197.421894
SEZ,FRA,7561.573657
SJO,SDQ,1824.872323
SJU,FRA,7354.29627
SPC,FRA,3251.944851
SPC,MUC,3342.79881
SPU,FRA,930.4538277
SSA,FRA,8353.964025
STR,ACE,2931.908068
STR,AYT,2182.409365
STR,DLM,2070.382978
STR,FNC,2798.130441
STR,FUE,2991.251617
STR,HER,1977.290556
STR,KGS,1960.665359
STR,LPA,3124.763965
STR,PMI,1139.301576
STR,RHO,2052.243082
STR,TFS,3183.561437
STR,XRY,1816.199346
SXF,ACE,3427.379725
SXF,AYT,2186.394964
SXF,CFU,1502.691655
SXF,DLM,2111.656729
SXF,FUE,3487.106671
SXF,HER,2106.655129
SXF,KGS,2031.719811
SXF,LCA,2513.456414
SXF,LPA,3616.912306
SXF,PMI,1648.059655
SXF,RHO,2111.149358
SXF,TFS,3671.165997
SXF,XRY,2315.033842
TAB,BGI,258.8914676
TFS,DUS,3237.216469
TFS,FRA,3238.799195
TFS,HAM,3574.371211
TFS,LEJ,3537.322263
TFS,MUC,3317.679969
TFS,PAD,3355.720551
TFS,STR,3183.561437
TFS,SXF,3671.165997
UVF,BGI,174.0847771
VRA,FRA,8067.504809
XRY,DUS,1908.946129
XRY,FRA,1885.312025
XRY,HAM,2248.45
XRY,MUC,1941.590127
XRY,STR,1816.199346
XRY,SXF,2315.033842
YHZ,FRA,5236.059663
YVR,FRA,8062.481045
ZNZ,FRA,6917.238655
ZTH,MAN,2481.176061
BCD,MNL,468.0386443
BKK,CRK,2139.381696
CEB,MNL,566.9447131
CRK,BKK,2139.381696
CRK,HKG,1056.394483
CRK,KLO,436.572567
CRK,SIN,2381.635953
HKG,CRK,1056.394483
ILO,MNL,438.8388569
KLO,CRK,436.572567
KLO,MNL,347.1762046
KLO,SIN,2330.488494
MNL,BCD,468.0386443
MNL,CEB,566.9447131
MNL,ILO,438.8388569
MNL,KLO,347.1762046
MNL,PPS,584.1982729
MNL,TAC,567.229926
PPS,MNL,584.1982729
SIN,CRK,2381.635953
SIN,KLO,2330.488494
TAC,MNL,567.229926
BKO,CKY,699.8490831
BKO,COO,1324.811792
BKO,LOS,1401.588165
CKY,BKO,699.8490831
CKY,DKR,712.1386744
COO,BKO,1324.811792
COO,LBV,1018.917743
DKR,CKY,712.1386744
LBV,COO,1018.917743
LBV,LOS,958.8956956
LOS,BKO,1401.588165
LOS,SSG,674.0702243
SSG,LBV,374.8147186
ABE,ATL,1113.751937
ABE,DTW,681.7972558
ABQ,ATL,2038.333297
ABQ,MSP,1577.032377
ABQ,SLC,793.5928961
ABR,MSP,412.4473475
ABV,CDG,4470.130013
ABV,PHC,445.1590343
ABY,ATL,234.6653916
ACC,JFK,8221.492599
ACC,ROB,1129.786906
AEX,ATL,803.6412533
AGS,ATL,230.3385219
ALB,ATL,1372.14178
ALB,DTW,785.1493612
ALB,MSP,1572.257068
AMS,ATL,7065.789555
AMS,AUH,5191.564072
AMS,BOM,6859.514235
AMS,BOS,5547.353103
AMS,DFW,7900.105038
AMS,DMM,4704.766546
AMS,DOH,4923.092305
AMS,DTW,6323.604543
AMS,EWR,5868.462476
AMS,HRE,8214.553627
AMS,IAD,6207.096047
AMS,IAH,8049.29207
AMS,JFK,5847.522915
AMS,JRO,6901.247434
AMS,KGL,6486.878922
AMS,KWI,4355.279554
AMS,LAX,8955.950701
AMS,MSP,6684.890023
AMS,ORD,6611.863041
AMS,PDX,8028.813814
AMS,SEA,7839.998609
AMS,SFO,8785.52088
AMS,YUL,5503.135181
AMS,YVR,7707.25819
AMS,YYC,7167.625096
AMS,YYZ,5989.66125
ANC,MSP,4041.998934
ANC,SEA,2325.640446
ANC,SLC,3412.953702
APN,DTW,319.0855333
APN,MSP,759.7772171
ATL,ABE,1113.751937
ATL,ABQ,2038.333297
ATL,ABY,234.6653916
ATL,AEX,803.6412533
ATL,AGS,230.3385219
ATL,ALB,1372.14178
ATL,AMS,7065.789555
ATL,ATW,1232.456189
ATL,AUA,2767.156082
ATL,AUS,1305.991288
ATL,AVL,264.3577272
ATL,AVP,1149.092058
ATL,AZO,961.1177083
ATL,BDA,1844.365951
ATL,BDL,1382.319409
ATL,BHM,215.5229813
ATL,BJX,2188.518312
ATL,BMI,858.2492516
ATL,BNA,344.4330792
ATL,BOG,3388.732191
ATL,BON,2899.384089
ATL,BOS,1521.553766
ATL,BQK,383.5535194
ATL,BRU,7106.023938
ATL,BSB,6728.701051
ATL,BTR,720.9292278
ATL,BTV,1545.888313
ATL,BUF,1147.062619
ATL,BWI,927.530769
ATL,BZE,1831.317389
ATL,CAE,307.5885576
ATL,CAK,851.3024187
ATL,CCS,3117.396957
ATL,CDG,7055.726461
ATL,CHA,171.0490211
ATL,CHO,734.7556383
ATL,CHS,416.0630081
ATL,CID,1117.502511
ATL,CLE,893.8160891
ATL,CLT,364.56708
ATL,CMH,720.4056053
ATL,COS,1902.537933
ATL,CRW,585.0669
ATL,CSG,133.3637553
ATL,CUN,1421.657614
ATL,CVG,602.1803005
ATL,CZM,1478.896611
ATL,DAB,589.7126937
ATL,DAL,1158.026383
ATL,DAY,696.9614585
ATL,DCA,880.093333
ATL,DEN,1926.617828
ATL,DFW,1174.531824
ATL,DHN,274.70807
ATL,DSM,1195.771765
ATL,DTW,958.1975915
ATL,DUB,6322.902514
ATL,DUS,7236.381004
ATL,DXB,12209.3836
ATL,ECP,386.7851577
ATL,ELP,2059.554423
ATL,EVV,563.5671815
ATL,EWN,696.316916
ATL,EWR,1199.316354
ATL,EYW,1042.342591
ATL,EZE,8075.970205
ATL,FAR,1807.962755
ATL,FAY,531.2309699
ATL,FCO,8085.346592
ATL,FLL,936.4413609
ATL,FNT,1039.011591
ATL,FPO,960.5827391
ATL,FRA,7409.649808
ATL,FSD,1535.451297
ATL,FSM,929.9351482
ATL,FWA,819.1739529
ATL,GCM,1623.724577
ATL,GDL,2363.848834
ATL,GGT,1395.668807
ATL,GIG,7641.493952
ATL,GNV,483.9359903
ATL,GPT,565.9744947
ATL,GRB,1247.533972
ATL,GRK,1289.789742
ATL,GRR,1032.303554
ATL,GRU,7510.272932
ATL,GSO,492.6065322
ATL,GSP,246.5917793
ATL,GTR,386.3731486
ATL,GUA,2205.930564
ATL,HNL,7233.925149
ATL,HOU,1118.180844
ATL,HPN,1255.447115
ATL,HSV,242.9636401
ATL,IAD,859.0311611
ATL,IAH,1107.562575
ATL,ICN,11487.12971
ATL,ICT,1255.678763
ATL,ILM,605.8847964
ATL,IND,696.2653016
